4.8685 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x133397cf8>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x138d98c18>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='deg', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.9022 	EXP 	image: size = array([0.43777778, 0.62444444])
11.9022 	EXP 	image: image = 'Images/Umbrellaclr.jpg'
12.7025 	EXP 	image: autoDraw = True
13.0537 	EXP 	New trial (rep=0, index=5): OrderedDict([('stimFile', 'Images/Goatclr.jpg')])
13.0649 	DATA 	Keypress: space
13.0859 	EXP 	image: autoDraw = False
13.0859 	EXP 	image: ori = -90
13.0859 	EXP 	image: ori = -90.0
13.0859 	EXP 	image: size = array([0.62444444, 0.43777778])
13.0859 	EXP 	image: image = 'Images/Goatclr.jpg'
13.6532 	EXP 	image: autoDraw = True
13.9549 	DATA 	Keypress: right
14.1261 	EXP 	New trial (rep=0, index=6): OrderedDict([('stimFile', 'Images/Treeclr.jpg')])
14.1367 	DATA 	Keypress: space
14.1586 	EXP 	image: autoDraw = False
14.1586 	EXP 	image: ori = -180
14.1586 	EXP 	image: ori = -180.0
14.1586 	EXP 	image: size = array([0.62444444, 0.43777778])
14.1586 	EXP 	image: image = 'Images/Treeclr.jpg'
14.7528 	EXP 	image: autoDraw = True
15.6454 	EXP 	New trial (rep=0, index=7): OrderedDict([('stimFile', 'Images/Owlclr.jpg')])
15.6566 	DATA 	Keypress: space
15.6738 	EXP 	image: autoDraw = False
15.6738 	EXP 	image: ori = -180
15.6738 	EXP 	image: ori = -180.0
15.6738 	EXP 	image: size = array([0.43777778, 0.62444444])
15.6738 	EXP 	image: image = 'Images/Owlclr.jpg'
16.3870 	EXP 	image: autoDraw = True
16.6647 	EXP 	New trial (rep=0, index=8): OrderedDict([('stimFile', 'Images/Carclr.jpg')])
16.6748 	DATA 	Keypress: space
16.6916 	EXP 	image: autoDraw = False
16.6916 	EXP 	image: ori = -180
16.6916 	EXP 	image: ori = -180.0
16.6916 	EXP 	image: size = array([0.62444444, 0.43777778])
16.6916 	EXP 	image: image = 'Images/Carclr.jpg'
17.3549 	DATA 	Keypress: escape
17.4657 	EXP 	window1: mouseVisible = True
